ra,dec,known_id,tile,label
226.31685,55.827827,150516+554940,253_292,0.875
228.7942352294922,56.450374603271484,151510+562700,253_293,0.0
228.93304,56.32264,151543+561921,253_293,1.0
229.10072,56.443054,1516241+562636,253_293,1.0
235.32346,57.392757,1541175+572334,253_295,0.708333333333333
238.69943,58.123123,1554477+580723,253_296,0.458333333333333
260.53522,61.082695,1722085+610457,253_302,0.541666666666667
175.22424,43.28649,1140539+431711,254_267,1.0
186.04791,47.12277,122411+470721,254_274,1.0
218.70723,54.534256,143449+543203,254_289,1.0
218.67271,54.567345,1434414+543405,254_289,0.375
218.53984,54.56801,143409+543404,254_289,0.291666666666667
226.79851,56.005047,MATLAS-2083,254_292,0.0833333333333333
233.50708,56.781013,1534016+564653,254_294,0.291666666666667
233.18369,57.110165,1532441+570638,254_294,0.791666666666667
249.82231,59.401527,1639169+592409,254_299,0.333333333333333
146.99599,29.900478,0947590+295401,255_240,0.666666666666667
149.69542,31.59911,0958469+313600,255_243,1.0
160.4824,37.432808,1041557+372600,255_255,0.666666666666667
170.0452,41.52652,1120108+413136,255_263,0.625
180.07571,44.926117,1200183+445535,255_270,0.958333333333333
180.04472,44.850563,1200107+445103,255_270,0.583333333333333
181.68756,45.4945,1206451+452940,255_271,0.625
216.73238,53.806065,1426558+534822,255_288,0.541666666666667
259.3596,60.75367,1717263+604514,255_301,0.875
267.6956,61.611183,1750471+613642,255_303,0.791666666666667
147.76318,29.779291,MATLAS-594,256_240,0.541666666666667
185.95421,46.74966,dw1223p4644,256_273,1.0
225.7832,55.483074,MATLAS-1974,256_291,0.416666666666667
226.20802,55.64518,1504500+553842,256_291,1.0
256.09488,59.97316,1704226+595824,256_300,0.583333333333333
260.17676,60.50085,1720424+603003,256_301,0.916666666666667
263.85,61.060688,1735240+610338,256_302,0.583333333333333
178.35426,44.22315,1153250+441323,257_268,1.0
178.80383,44.218952,115512+441308,257_268,0.958333333333333
184.73022,45.948666,1218555+455658,257_272,0.458333333333333
184.66725,45.909943,121840+455435,257_272,0.958333333333333
194.00009,48.509476,1256000+483034,257_277,0.333333333333333
208.80023,51.908867,1355120+515432,257_284,1.0
218.92262,53.999237,1435414+535957,257_288,1.0
224.13435,55.029823,145632+550147,257_290,0.958333333333333
226.81892,55.474537,1507166+552828,257_291,1.0
227.0192,55.331913,MATLAS-2092,257_291,0.958333333333333
226.72652,55.537964,MATLAS-2073,257_291,0.875
226.46848,55.533012,MATLAS-2043,257_291,0.291666666666667
226.64148,55.479202,150633+552845,257_291,0.666666666666667
232.93094,56.455677,1531434+562721,257_293,0.666666666666667
233.1656,56.515343,1532396+563056,257_293,0.833333333333333
232.84204,56.54168,1531224+563233,257_293,0.0833333333333333
180.71263,44.405964,1202510+442418,258_269,0.958333333333333
181.20499,44.443012,1204493+442633,258_269,0.916666666666667
233.7555,56.601685,1535013+563607,258_293,0.833333333333333
270.50403,61.731438,1802003+614356,258_303,0.791666666666667
163.42523,37.52359,1053420+373123,259_255,0.375
170.30397,40.356735,MATLAS-960,259_261,0.958333333333333
179.77766,43.934578,115906+435602,259_268,0.916666666666667
186.45259,46.13912,1225486+460821,259_272,0.958333333333333
210.31691,51.87299,140116+515222,259_284,0.75
228.71677,55.6213,151452+553716,259_291,1.0
228.62906,55.458035,1514310+552730,259_291,1.0
228.39317,55.346848,1513343+552048,259_291,0.958333333333333
237.44943,56.825195,1549478+564931,259_294,0.458333333333333
244.62267,57.88951,1618294+575323,259_296,1.0
244.82814,57.832397,1619188+574957,259_296,0.625
244.53207,58.09837,1618076+580553,259_296,0.75
258.78998,60.186058,1715094+601110,259_300,1.0
157.06699,34.1405,1028160+340827,260_248,0.666666666666667
157.79613,34.503944,1031120+343013,260_249,0.583333333333333
170.0148,40.02843,MATLAS-943,260_260,0.75
211.43979,52.04193,140545+520230,260_284,1.0
221.12805,53.86458,1444306+535153,260_288,0.5
224.11938,54.283703,1456286+541702,260_289,1.0
229.67815,55.40167,1518427+552406,260_291,1.0
229.35062,55.507477,1517242+553026,260_291,0.666666666666667
229.37457,55.52136,1517298+553117,260_291,1.0
229.23848,55.548122,1516572+553254,260_291,0.833333333333333
244.94972,57.893024,1619479+575335,260_296,0.875
245.01349,58.06382,1620034+580351,260_296,0.458333333333333
245.10605,58.129932,1620255+580748,260_296,0.875
150.85513,30.072214,1003252+300420,261_240,0.708333333333333
170.31024,39.860752,MATLAS-961,261_260,0.583333333333333
170.40295,40.155952,MATLAS-967,261_260,0.833333333333333
170.17339,40.016876,MATLAS-952,261_260,0.666666666666667
170.45763,40.0015,112149+400005,261_260,1.0
170.4862,39.88224,112156+395255,261_260,1.0
242.53432,57.366524,1610082+572200,261_295,0.916666666666667
261.19296,60.16318,1724463+600947,261_300,0.958333333333333
152.61992,30.872805,1010287+305223,262_242,0.791666666666667
162.86562,36.287148,1051277+361714,262_253,0.25
170.80414,39.755367,MATLAS-999,262_260,0.791666666666667
170.87206,39.782455,MATLAS-1002,262_260,0.166666666666667
171.07425,39.975014,MATLAS-1011,262_260,0.875
170.7784,39.956753,MATLAS-995,262_260,1.0
171.1167,39.81726,MATLAS-1016,262_260,0.791666666666667
182.44328,43.88937,1209463+435322,262_268,0.625
187.20796,45.536842,1228499+453212,262_271,0.916666666666667
244.10927,57.616478,1616263+573700,262_295,0.666666666666667
152.4255,30.277985,1009420+301641,263_241,0.75
180.0102,42.789722,120002+424722,263_266,0.916666666666667
179.59656,43.028164,1158232+430141,263_266,1.0
181.23024,43.62184,MATLAS-1168,263_267,0.416666666666667
181.1689,43.386368,MATLAS-1164,263_267,0.833333333333333
181.04044,43.65465,1204099+433917,263_267,0.75
181.23076,43.510033,MATLAS-1169,263_267,0.875
181.35251,43.70818,1205246+434230,263_267,1.0
192.80621,47.07164,1251135+470416,263_274,0.958333333333333
244.70845,57.557186,1618500+573326,263_295,0.708333333333333
255.01633,59.081383,1700039+590453,263_298,1.0
171.06013,39.387222,112414+392314,264_259,1.0
171.0921,39.577366,MATLAS-1013,264_259,0.958333333333333
180.55875,42.879574,120214+425246,264_266,1.0
191.59921,46.455246,1246237+462719,264_273,0.708333333333333
224.71292,53.94126,145851+535628,264_288,1.0
224.31104,53.83752,145714+535013,264_288,0.25
224.47356,53.767246,145753+534602,264_288,0.958333333333333
224.51299,53.800144,145803+534800,264_288,0.916666666666667
232.61633,55.417465,1530279+552502,264_291,0.875
242.81476,56.92725,1611155+565537,264_294,0.458333333333333
167.26897,37.264397,1109044+371552,265_255,0.791666666666667
170.7879,39.229614,112309+391345,265_258,0.958333333333333
170.57426,39.03952,1122178+390223,265_258,0.708333333333333
171.79797,39.327522,112711+391938,265_259,1.0
171.83513,39.56975,112720+393411,265_259,1.0
175.65681,40.84081,1142376+405027,265_262,0.375
179.80347,42.512833,1159128+423048,265_265,0.458333333333333
181.25815,42.795837,MATLAS-1170,265_266,0.583333333333333
181.17068,43.056248,MATLAS-1165,265_266,0.75
181.49652,42.90267,MATLAS-1180,265_266,0.875
180.8986,42.852234,1203355+425106,265_266,0.125
204.03671,49.733986,1336087+494403,265_279,0.916666666666667
206.35326,50.015686,1345247+500058,265_280,0.5
222.65366,53.74361,1450369+534438,265_287,0.916666666666667
222.97229,53.43101,1451531+532551,265_287,0.583333333333333
272.7959,61.10081,1811108+610603,265_302,0.791666666666667
171.40771,38.971455,MATLAS-1031,266_258,0.666666666666667
171.25824,39.12209,MATLAS-1023,266_258,1.0
171.37468,39.073673,MATLAS-1028,266_258,0.416666666666667
171.39256,38.9087,MATLAS-1029,266_258,0.625
171.40422,38.888016,112536+385316,266_258,1.0
171.45586,38.87304,MATLAS-1035,266_258,0.625
171.02711,38.856377,112406+385123,266_258,0.791666666666667
171.13097,38.780846,112431+384650,266_258,0.833333333333333
171.32776,38.772312,MATLAS-1026,266_258,0.375
171.0989,38.83994,MATLAS-1015,266_258,0.875
171.08417,38.823723,MATLAS-1012,266_258,0.333333333333333
171.12137,38.795303,1124290+384744,266_258,0.125
171.45563,39.018173,MATLAS-1034,266_258,0.875
170.90782,38.756546,MATLAS-1004,266_258,0.875
171.0958,38.975857,112422+385832,266_258,1.0
171.42258,38.84961,112541+385058,266_258,1.0
172.6473,39.417484,113035+392501,266_259,0.791666666666667
180.17615,42.257706,1200423+421531,266_265,0.958333333333333
181.61746,43.019714,1206281+430111,266_266,1.0
181.97014,43.111534,MATLAS-1188,266_266,0.791666666666667
181.60333,42.906612,120624+425423,266_266,1.0
181.85052,42.986824,MATLAS-1185,266_266,1.0
181.64864,43.216667,MATLAS-1183,266_266,0.958333333333333
198.60211,48.17287,1314245+481022,266_276,1.0
211.59595,51.249077,MATLAS-1720,266_282,0.833333333333333
211.13425,51.234932,MATLAS-1706,266_282,0.916666666666667
211.12082,50.92666,MATLAS-1705,266_282,0.708333333333333
211.67722,51.037907,MATLAS-1722,266_282,0.875
211.55519,50.821217,MATLAS-1717,266_282,0.166666666666667
211.55148,50.89786,1406124+505354,266_282,0.791666666666667
211.4838,50.78509,MATLAS-1713,266_282,0.333333333333333
258.34995,58.948204,1713238+585653,266_298,0.708333333333333
167.17519,37.033894,1108421+370204,267_254,0.958333333333333
170.79813,38.636242,1123114+383813,267_257,1.0
170.89178,38.726166,112334+384334,267_257,0.875
170.37198,38.729977,112129+384347,267_257,1.0
170.5983,38.67983,MATLAS-986,267_257,0.583333333333333
170.57442,38.527454,MATLAS-983,267_257,0.5
170.85017,38.3922,1123241+382333,267_257,0.875
170.6946,38.45943,1122467+382735,267_257,0.916666666666667
170.76495,38.431664,MATLAS-994,267_257,0.333333333333333
170.70045,38.321503,MATLAS-988,267_257,0.958333333333333
170.75659,38.519917,MATLAS-993,267_257,0.791666666666667
171.7971,39.253902,MATLAS-1056,267_258,0.791666666666667
171.71039,38.95334,MATLAS-1051,267_258,0.833333333333333
171.51778,38.945656,MATLAS-1038,267_258,0.458333333333333
171.48618,38.946983,MATLAS-1037,267_258,0.125
171.75787,38.930504,112701+385549,267_258,0.791666666666667
171.54857,38.97719,MATLAS-1039,267_258,0.666666666666667
171.60884,38.79507,MATLAS-1042,267_258,0.875
181.17912,42.578587,MATLAS-1166,267_265,1.0
181.06642,42.62207,1204158+423720,267_265,0.416666666666667
211.87383,50.840527,140729+505026,267_282,1.0
212.43948,51.058525,1409454+510331,267_282,0.958333333333333
211.96214,50.901978,MATLAS-1743,267_282,0.875
212.08583,50.877968,140820+505240,267_282,0.916666666666667
211.99298,50.863483,140758+505148,267_282,0.958333333333333
171.0522003173828,38.575313568115234,MATLAS-1008,268_257,0.0
171.35037231445312,38.617977142333984,MATLAS-1027,268_257,0.0
170.94003,38.566532,MATLAS-1005,268_257,0.708333333333333
171.13371,38.51475,112432+383053,268_257,1.0
171.05186,38.514553,112412+383052,268_257,0.208333333333333
171.30937,38.75697,1125141+384529,268_257,0.208333333333333
171.24522,38.673054,MATLAS-1022,268_257,0.625
171.07413,38.721657,1124178+384318,268_257,1.0
171.22414,38.727398,MATLAS-1021,268_257,0.541666666666667
171.18213,38.58911,112443+383522,268_257,1.0
172.73187,39.00912,113055+390032,268_258,1.0
184.88585,43.38719,1219325+432315,268_267,0.75
210.62543,50.484863,140230+502905,268_281,1.0
268.4219,60.12206,1753411+600719,268_300,0.625
171.00885,38.21983,112402+381310,269_256,0.791666666666667
170.85378,38.22272,MATLAS-1001,269_256,0.208333333333333
170.96733,38.223915,MATLAS-1006,269_256,0.958333333333333
171.571,38.487926,MATLAS-1040,269_257,0.0416666666666667
180.93321,41.792114,1203441+414731,269_264,0.791666666666667
181.26654,41.921375,1205041+415520,269_264,0.541666666666667
182.31534,42.584366,120915+423459,269_265,1.0
182.55447,42.71659,121013+424258,269_265,0.791666666666667
182.68457,42.644646,121044+423837,269_265,1.0
183.96748,42.881966,121552+425254,269_266,1.0
187.18732,43.97106,122845+435751,269_268,0.541666666666667
211.29729,50.70168,140511+504205,269_281,1.0
211.61551,50.75315,MATLAS-1721,269_281,1.0
211.32735,50.7321,140518+504355,269_281,1.0
211.85313,50.732075,MATLAS-1731,269_281,0.875
211.702,50.64912,140648+503856,269_281,1.0
211.48543,50.432076,140556+502556,269_281,1.0
211.39078,50.680813,140533+504051,269_281,1.0
211.78317,50.664318,1407079+503951,269_281,1.0
211.76263,50.72081,140703+504314,269_281,1.0
169.91428,37.71279,111939+374245,270_255,0.75
183.07623,42.625454,1212178+423735,270_265,0.958333333333333
211.97781,50.59325,MATLAS-1745,270_281,0.666666666666667
211.93378,50.553112,MATLAS-1742,270_281,0.958333333333333
211.89822,50.530254,MATLAS-1737,270_281,0.0833333333333333
211.9015,50.417,MATLAS-1739,270_281,1.0
211.97028,50.396008,MATLAS-1744,270_281,1.0
211.91006,50.50521,140738+503019,270_281,0.541666666666667
265.86206,59.39381,1743268+592338,270_299,0.583333333333333
170.98267,37.671234,1123558+374016,271_255,0.958333333333333
202.6358,48.033997,1330328+480202,271_276,0.416666666666667
248.95268,57.154793,1635485+570917,271_294,0.958333333333333
162.39357,32.877388,1049345+325238,272_246,0.208333333333333
163.38885,33.38354,1053333+332301,272_247,0.541666666666667
168.34497,36.24071,1113228+361427,272_252,0.875
173.47548,38.039013,1133541+380220,273_256,1.0
182.43692,41.614555,1209449+413652,273_263,1.0
210.22096,49.375298,NSA-630990,273_279,0.666666666666667
210.20822,49.51652,NSA-339206,273_279,1.0
210.10034,49.44386,NSA-339202,273_279,0.833333333333333
214.80309,50.44045,NSA-208516,273_281,0.958333333333333
261.24094,58.411945,1724577+582443,273_297,0.666666666666667
261.31573,58.29049,1725159+581727,273_297,1.0
264.91867,58.781876,1739404+584657,273_298,0.416666666666667
272.657470703125,59.95770263671875,1810392+595722,273_300,0.0
160.63318,31.330055,1042319+311949,274_243,0.291666666666667
163.18681,32.878677,1052448+325244,274_246,0.875
165.07819,33.76374,1100187+334550,274_248,0.625
168.27544,35.659958,1113060+353937,274_251,0.416666666666667
176.57092,39.199627,1146170+391159,274_258,1.0
192.37952,44.359528,dw1249p4421,274_269,1.0
202.64089965820312,47.52737808227539,dw1330p4731,274_275,0.0
202.49791,47.293003,NGC5195,274_275,0.291666666666667
210.83006,49.415466,LS-582565-481,274_279,0.958333333333333
213.07022,50.23701,1412169+501412,274_280,0.541666666666667
215.45963,50.388348,NSA-208508,274_281,1.0
215.40497,50.39038,NSA-208848,274_281,0.75
215.44012,50.50585,142153.6+502950,274_281,1.0
215.53392,50.66743,LS-587209-635,274_281,0.875
245.32611,56.003273,1621181+560012,274_292,0.75
261.7523,58.41941,1727006+582511,274_297,0.333333333333333
261.74567,58.605732,1726589+583622,274_297,1.0
163.08978,32.687386,1052217+324115,275_245,1.0
201.90643,46.915123,132737+465454,275_274,1.0
212.09364,49.659187,1408224+493933,275_279,0.708333333333333
160.44902,30.405972,1041478+302422,276_241,0.458333333333333
202.6651,46.943928,MATLAS-1544,276_274,0.958333333333333
202.45886,47.00746,MATLAS-1540,276_274,0.666666666666667
202.10281,47.06538,1328247+470355,276_274,0.75
202.63419,47.13746,1330321+470816,276_274,1.0
202.15071,46.767654,132836+464603,276_274,0.875
226.96812,52.42992,1507523+522548,276_285,0.791666666666667
190.98973,43.661938,dw1243p4339,277_267,0.958333333333333
202.79779,46.816,1331115+464857,277_274,0.75
203.19122,47.050697,133245+470302,277_274,1.0
210.9697,48.864086,1403527+485150,277_278,1.0
210.86993,48.964848,NSA-339134,277_278,0.833333333333333
235.97751,53.82962,1543546+534947,277_288,0.5
277.18845,60.045395,1828451+600244,277_300,0.666666666666667
175.14911,37.617714,1140357+373704,278_255,0.875
181.4389,39.825226,1205453+394932,278_260,0.583333333333333
184.3226,40.859577,1217179+405132,278_262,0.416666666666667
201.794,46.632122,MATLAS-1530,278_273,0.291666666666667
202.22818,46.655247,MATLAS-1536,278_273,1.0
202.0696,46.384335,MATLAS-1533,278_273,0.458333333333333
201.97101,46.44132,MATLAS-1532,278_273,0.916666666666667
202.29611,46.301773,MATLAS-1537,278_273,0.916666666666667
212.23763,48.95038,MATLAS-1759,278_278,1.0
216.10948,50.116596,1424263+500700,278_280,0.875
258.84955,57.279568,1715239+571647,278_295,0.708333333333333
162.69911,31.159529,1050478+310934,279_242,0.875
164.67456,31.767673,1058419+314603,279_244,0.416666666666667
171.61438,35.265236,MATLAS-1043,279_251,0.708333333333333
171.65904,35.27984,MATLAS-1048,279_251,0.791666666666667
171.63277,35.34691,MATLAS-1045,279_251,0.833333333333333
172.2231,35.85324,MATLAS-1066,279_252,0.75
186.04697,41.58104,122411+413451,279_263,0.916666666666667
186.1218,41.414852,1224293+412452,279_263,0.0833333333333333
187.78987,42.095123,dw1231p4205,279_264,0.958333333333333
197.50838,45.203156,1310019+451211,279_270,0.958333333333333
202.47394,46.372192,1329536+462219,279_273,1.0
202.42224,46.643955,132941+463837,279_273,1.0
202.46315,46.58265,132951+463455,279_273,1.0
202.34958,46.679573,132923+464046,279_273,1.0
212.39417,49.044147,MATLAS-1767,279_278,0.958333333333333
243.06991577148438,55.24723815917969,1612159+551439,279_290,0.0
172.25444,35.63677,MATLAS-1067,280_251,0.958333333333333
171.71939,35.393795,MATLAS-1052,280_251,0.791666666666667
171.7577,35.24721,MATLAS-1054,280_251,0.5
177.5067,38.128582,1150016+380743,280_256,0.958333333333333
181.44543,39.51015,1205468+393036,280_259,0.375
185.438,40.88632,1221451+405311,280_262,0.166666666666667
185.22067,40.84799,1220529+405053,280_262,0.791666666666667
165.04329,31.617449,1100104+313703,281_243,0.0416666666666667
171.69229,35.165337,MATLAS-1050,281_250,0.958333333333333
175.08902,36.57549,1140213+363431,281_253,0.458333333333333
176.12998962402344,36.90212631225586,1144312+365408,281_254,0.0
182.32294,39.284237,1209172+391657,281_259,1.0
197.04262,44.53079,1308102+443151,281_269,0.458333333333333
198.4612,44.886562,1313507+445312,281_270,0.708333333333333
203.75278,46.566826,1335007+463402,281_273,0.791666666666667
218.54613,49.87582,1434113+495233,281_280,0.333333333333333
264.75256,58.23202,1739006+581356,281_296,0.291666666666667
273.14795,59.194984,1812354+591142,281_298,0.625
172.1823272705078,35.10344314575195,MATLAS-1064,282_250,0.0
175.3474,36.635006,1141234+363806,282_253,1.0
177.86891,37.40971,MATLAS-1108,282_255,0.375
180.15833,38.647358,1200379+383851,282_257,0.75
202.99109,46.218662,MATLAS-1546,282_272,1.0
208.9548,47.279064,1355491+471644,282_275,1.0
212.81137,48.65806,MATLAS-1782,282_277,0.166666666666667
212.87068,48.2847,1411290+481704,282_277,1.0
212.79468,48.38358,1411106+482301,282_277,0.583333333333333
212.60873,48.44301,MATLAS-1775,282_277,0.333333333333333
221.54813,50.365807,1446114+502158,282_281,1.0
255.44923,56.732616,1701477+564358,282_293,0.625
258.48782,57.234642,1713568+571406,282_294,0.958333333333333
258.78152,57.17846,1715075+571043,282_294,0.958333333333333
265.9559,57.91804,1743494+575505,282_296,0.791666666666667
167.08247,32.04767,1108198+320253,283_244,0.0416666666666667
182.34448,39.069923,1209227+390411,283_258,0.75
187.43042,41.162056,1229432+410943,283_262,0.958333333333333
218.2492,49.41098,143259+492441,283_279,1.0
243.92667,54.367325,1615425+542204,283_289,0.583333333333333
259.40802,56.906403,1717378+565423,283_294,0.875
163.40204,29.372845,1053365+292223,284_239,0.958333333333333
164.04868,29.908916,1056117+295432,284_240,0.916666666666667
170.19174,33.426655,1120459+332537,284_247,0.75
182.53227,38.916386,1210077+385500,284_258,0.833333333333333
182.43402,39.126175,120944+390732,284_258,0.791666666666667
182.58781,39.214703,121021+391252,284_258,0.958333333333333
182.60509,38.834766,1210253+385007,284_258,1.0
199.33083,44.397354,1317189+442348,284_269,0.916666666666667
225.68864,51.238228,1502452+511417,284_282,0.833333333333333
251.08708,55.30496,1644209+551817,284_291,0.583333333333333
178.14195,37.11758,1152341+370700,285_254,0.833333333333333
182.4003,38.6851,1209362+384106,285_257,0.916666666666667
183.26755,38.816532,1213042+384900,285_258,1.0
191.69409,42.0343,1246465+420203,285_264,0.541666666666667
196.36855,43.67712,1305287+434037,285_267,0.166666666666667
212.82767,48.18271,MATLAS-1784,285_276,0.125
212.824,48.194965,1411177+481142,285_276,0.416666666666667
212.69339,48.088478,MATLAS-1777,285_276,1.0
173.36003,34.27899,1133264+341645,286_249,1.0
178.02116,36.73973,MATLAS-1109,286_253,0.458333333333333
179.0659,36.97622,1156159+365837,286_254,0.625
182.48892,38.692993,1209573+384133,286_257,0.791666666666667
184.19357,38.827198,1216464+384938,286_258,0.916666666666667
190.98004,41.457577,1243552+412727,286_263,1.0
218.23254,49.02017,1432558+490113,286_278,1.0
167.46819,30.970434,1109524+305815,287_242,0.5
178.59824,36.586323,MATLAS-1114,287_253,0.958333333333333
178.28912,36.655006,1153093+363919,287_253,0.5
183.53241,38.674164,1214077+384027,287_257,0.5
186.14597,39.635998,1224352+393812,287_259,0.666666666666667
190.25392,41.053207,1241009+410312,287_262,1.0
202.62637,45.007545,1330304+450028,287_270,0.708333333333333
208.67084,46.42244,MATLAS-1651,287_273,0.541666666666667
208.8129,46.564274,MATLAS-1666,287_273,0.708333333333333
218.86514,48.839283,1435276+485022,287_278,1.0
250.2985,54.95372,1641116+545714,287_290,1.0
253.63496,55.287624,1654322+551715,287_291,0.5
260.0756,56.756313,1720180+564523,287_293,0.875
165.16695,29.706789,1100400+294225,288_239,1.0
166.3137,30.107668,1105148+300606,288_240,0.0416666666666667
173.86462,33.98165,1135276+335854,288_248,0.875
190.54626,41.252335,1242113+411509,288_262,0.958333333333333
203.39735,44.775436,1333352+444632,288_270,1.0
271.5562,58.01668,1806135+580100,288_296,0.166666666666667
166.90451,29.946997,1107370+295649,289_240,0.75
168.8641,31.224092,1115274+311328,289_242,1.0
188.59282,39.878765,1234223+395243,289_260,0.958333333333333
192.76944,41.635326,1251047+413808,289_263,1.0
195.80962,42.372444,dw1303p4222,289_265,1.0
232.41306,51.589787,1529390+513523,289_283,0.333333333333333
272.50302,57.914154,1810007+575451,289_296,0.125
169.85437,31.515297,1119250+313056,290_243,0.625
180.53958,36.750175,1202095+364501,290_253,0.958333333333333
181.30222,36.94506,1205125+365642,290_254,0.916666666666667
194.92876,41.909008,1259429+415432,290_264,0.833333333333333
198.02356,43.22512,1312057+431330,290_266,0.958333333333333
167.32303,29.587568,1109175+293516,291_239,0.375
167.42,29.666931,1109408+294002,291_239,0.166666666666667
173.47166,33.11396,1133532+330651,291_246,1.0
173.71095,33.206776,1134506+331225,291_246,0.916666666666667
198.7589569091797,43.10027313232422,dw1315p4304,291_266,0.0
198.75896,43.100273,non_dwarf_1503,291_266,0.0
204.13568,44.63197,1336324+443753,291_269,0.75
209.75482,46.11602,1359012+460657,291_272,0.791666666666667
219.70735,48.450817,1438497+482703,291_277,0.875
223.8762,49.43643,1455303+492612,291_279,1.0
253.23563,54.834446,1652567+545004,291_290,1.0
185.42743,37.987335,1221428+375913,292_256,0.958333333333333
196.49852,42.10625,dw1305p4206-n2,292_264,0.791666666666667
222.67706,49.017284,1450425+490103,292_278,0.958333333333333
175.90631,33.6667,1143374+334000,293_247,0.875
182.52138,36.5477,1210052+363252,293_253,0.291666666666667
189.66772,39.26155,1238402+391541,293_259,0.958333333333333
268.98877,56.871582,1755572+565218,293_294,0.0833333333333333
169.70998,30.073301,1118504+300424,294_240,0.333333333333333
182.79063,36.57689,1211097+363437,294_253,1.0
188.13763,38.464268,1232330+382752,294_257,1.0
197.67424,41.890892,1310419+415327,294_264,0.666666666666667
198.07745,41.975758,dw1312p4158,294_264,0.291666666666667
209.49858,45.57915,1357598+453446,294_271,0.625
222.02747,48.324173,1448066+481928,294_277,0.666666666666667
193.7606,40.589687,dw1255p4035,295_261,0.0833333333333333
197.0922,41.68538,1308215+414109,295_263,0.0416666666666667
197.1856,41.716015,1308445+414257,295_263,0.125
198.41566,42.04319,1313398+420236,295_264,1.0
198.47531,42.20952,UGC8313,295_264,0.75
198.2432,41.786575,UGCA337,295_264,0.791666666666667
200.37071,42.433315,dw1321p4226,295_265,1.0
182.92517,35.87771,1211420+355240,296_252,1.0
185.38637,37.222767,1221327+371323,296_254,0.625
225.64047,49.14786,1502336+490853,296_278,0.958333333333333
174.87955,31.786661,1139311+314713,297_244,1.0
182.52821,35.442932,1210067+352635,297_251,1.0
188.27846,38.116444,1233069+380700,297_256,1.0
204.59384,43.58144,1338225+433454,297_267,0.791666666666667
206.26234,44.198727,LS-561826-847,297_268,0.833333333333333
206.21286,44.13933,LS-561826-172,297_268,0.833333333333333
206.37299,43.91792,1345297+435505,297_268,0.75
206.57773,43.85128,NSA-677369,297_268,0.75
206.23387,44.238415,LS-561826-1312,297_268,1.0
174.94774,31.649342,1139474+313858,298_243,0.625
190.56268,38.50461,IC3687,298_257,0.666666666666667
197.19212,40.900963,1308459+405404,298_262,1.0
198.81715,41.396564,dw1315p4123,298_263,0.333333333333333
198.87306,41.50292,1315298+413008,298_263,0.875
236.36676,51.16667,1545280+511000,298_282,0.625
266.74826,56.226852,1746595+561336,298_292,0.791666666666667
175.19022,31.246677,1140456+311448,299_243,0.833333333333333
178.2254,33.1999,1152541+331200,299_246,0.791666666666667
197.92224,40.86437,dw1311p4051-n2,299_262,0.958333333333333
199.43123,41.330204,1317434+411951,299_263,0.458333333333333
225.34991,48.317085,1501239+481902,299_277,1.0
225.9968,48.377514,1503591+482240,299_277,0.458333333333333
178.08458,32.360462,1152202+322138,300_245,1.0
178.69081,32.868114,1154458+325206,300_246,1.0
179.9332,33.25629,115943+331522,300_247,1.0
180.9064,33.9044,1203368+335416,300_248,0.958333333333333
206.9906,43.586876,134804.64+433350.8,300_267,0.916666666666667
206.60838,43.451836,LS-558703-937,300_267,0.583333333333333
207.09743,43.708275,NSA-265851,300_267,0.708333333333333
184.60727,35.347828,1218257+352052,301_251,1.0
198.21526,40.542908,dw1312p4032,301_261,0.791666666666667
204.16061,42.59324,1336386+423537,301_265,0.708333333333333
214.391,45.469784,1417340+452817,301_271,0.125
214.44247,45.451847,1417463+452706,301_271,0.541666666666667
216.81616,46.09175,142715+460530,301_272,1.0
229.72134,49.01464,1518533+490055,301_278,1.0
229.7853,48.761707,1519082+484549,301_278,0.625
259.04425,54.44945,1716107+542658,301_289,0.5
219.46777,46.582584,1437523+463458,302_273,0.916666666666667
219.59624,46.632496,1438230+463757,302_273,1.0
219.68141,46.704952,1438436+464217,302_273,0.583333333333333
221.31046,47.02283,1445145+470122,302_274,0.625
180.79482,32.95602,120310+325721,303_246,0.833333333333333
200.93478,40.972855,dw1323p4058,303_262,0.708333333333333
179.11192,31.927525,115626+315539,304_244,1.0
179.28232,31.792782,1157078+314735,304_244,0.958333333333333
181.4749,33.130154,1205540+330749,304_246,0.541666666666667
186.70389,35.434196,1226489+352605,304_251,0.625
175.02554,29.64766,1140061+293852,305_239,0.708333333333333
179.78308,32.215034,1159081+321255,305_244,0.333333333333333
205.4948,42.069195,1341587+420408,305_264,0.416666666666667
230.28654,48.358894,1521087+482133,305_277,0.708333333333333
176.6251,29.884998,1146296+295304,306_240,0.666666666666667
245.8339,51.735836,1623204+514409,306_283,0.5
178.0505,30.618303,1152120+303705,307_241,0.958333333333333
184.15251,33.49816,MATLAS-1231,307_247,1.0
184.03944,33.59225,MATLAS-1223,307_247,0.416666666666667
184.2071,33.60668,MATLAS-1233,307_247,1.0
184.11368,33.69312,MATLAS-1228,307_247,0.833333333333333
183.85939,33.39186,MATLAS-1218,307_247,0.666666666666667
192.44484,37.10018,1249467+370602,307_254,1.0
193.4383,37.74654,1253452+374450,307_255,1.0
206.45233,41.74554,134548+414443,307_264,0.958333333333333
246.70418,51.596745,1626491+513547,307_283,0.541666666666667
178.73174,30.687384,1154556+304114,308_241,0.875
178.5104,30.257101,1154025+301526,308_241,1.0
182.45212,32.55122,1209485+323305,308_245,1.0
