known_id,ra,dec,tile,label
non_dwarf_298,214.86105,71.56443,136_323,0
non_dwarf_300,214.76823,71.61984,136_323,0
non_dwarf_301,162.50725,64.76322,137_310,0
non_dwarf_302,162.48572,64.78663,137_310,0
non_dwarf_306,182.78915,67.863464,137_316,0
non_dwarf_307,183.3204,67.87721,137_316,0
non_dwarf_308,233.87367,73.148285,137_326,0
non_dwarf_313,134.17726,59.162964,138_298,0
non_dwarf_316,134.43066,59.136322,138_298,0
non_dwarf_317,133.98718,59.157333,138_298,0
non_dwarf_318,134.23326,59.156746,138_298,0
non_dwarf_321,134.53078,59.005096,139_298,0
non_dwarf_322,134.83502,59.066437,139_298,0
non_dwarf_323,134.44246,59.225685,139_298,0
non_dwarf_324,148.2729,61.971905,139_304,0
non_dwarf_325,148.19193,61.89587,139_304,0
non_dwarf_326,148.1455,61.97572,139_304,0
non_dwarf_334,134.42052,58.638325,140_297,0
non_dwarf_336,133.73114,58.26358,140_297,0
non_dwarf_337,134.08923,58.626465,140_297,0
non_dwarf_338,134.10397,58.71201,140_297,0
non_dwarf_339,134.12032,58.753864,140_297,0
non_dwarf_340,133.6993,58.638405,140_297,0
non_dwarf_345,121.72708,54.587635,141_289,0
non_dwarf_346,160.99344,64.1245,141_308,0
non_dwarf_347,160.65077,64.23145,141_308,0
non_dwarf_348,216.85796,71.07012,141_322,0
non_dwarf_349,216.654,70.96585,141_322,0
non_dwarf_351,243.07344,73.03843,142_326,0
non_dwarf_352,242.52448,72.885925,142_326,0
non_dwarf_353,243.11642,72.89207,142_326,0
non_dwarf_354,242.94466,72.9227,142_326,0
non_dwarf_355,230.71942,71.949936,143_324,0
non_dwarf_360,119.74807,52.8092,144_286,0
non_dwarf_361,126.73278,55.352497,144_291,0
non_dwarf_363,126.97145,55.395218,144_291,0
non_dwarf_365,161.2013,63.427834,144_307,0
non_dwarf_366,161.32996,63.347706,144_307,0
non_dwarf_369,234.36124,71.7673,145_324,0
non_dwarf_370,234.07321,72.03963,145_324,0
non_dwarf_373,130.27957,56.240227,146_292,0
non_dwarf_374,208.21875,69.7424,146_319,0
non_dwarf_376,161.49594,62.87482,147_306,0
non_dwarf_378,161.59358,62.91248,147_306,0
non_dwarf_380,161.42952,62.94373,147_306,0
non_dwarf_382,161.76645,62.9942,147_306,0
non_dwarf_383,161.48552,62.994026,147_306,0
non_dwarf_385,184.71628,66.65043,147_313,0
non_dwarf_386,204.79662,69.06198,147_318,0
non_dwarf_387,204.38405,69.13741,147_318,0
non_dwarf_388,204.78513,68.998116,147_318,0
non_dwarf_389,204.80212,69.10673,147_318,0
non_dwarf_391,157.48854,62.190834,148_304,0
non_dwarf_396,226.99934,70.84313,148_322,0
non_dwarf_398,145.78185,58.750893,150_298,0
non_dwarf_400,145.4359,58.88191,150_298,0
non_dwarf_401,145.96793,59.021988,150_298,0
non_dwarf_402,183.81569,65.98542,150_312,0
non_dwarf_404,184.42209,66.110405,150_312,0
non_dwarf_405,184.239,66.20513,150_312,0
non_dwarf_406,184.29254,65.99604,150_312,0
non_dwarf_408,184.32013,66.08659,150_312,0
non_dwarf_409,184.1343,66.247665,150_312,0
non_dwarf_410,185.02196,65.79297,150_312,0
non_dwarf_411,184.51118,65.85599,150_312,0
non_dwarf_412,184.2355,66.02844,150_312,0
non_dwarf_413,128.09721,54.00347,151_288,0
non_dwarf_414,128.26498,54.116074,151_288,0
non_dwarf_419,146.49214,58.882133,151_298,0
non_dwarf_421,153.0971,60.645435,151_301,0
non_dwarf_422,152.97134,60.672375,151_301,0
non_dwarf_423,175.97508,64.72367,151_309,0
non_dwarf_424,175.15764,64.52823,151_309,0
non_dwarf_426,175.68211,64.74054,151_309,0
non_dwarf_428,181.86177,65.48075,151_311,0
non_dwarf_432,182.66547,65.55973,151_311,0
non_dwarf_435,181.7798,65.52793,151_311,0
non_dwarf_436,185.70506,65.74561,151_312,0
non_dwarf_437,185.03629,65.99834,151_312,0
non_dwarf_440,186.05884,65.81838,151_312,0
non_dwarf_441,186.09209,65.849815,151_312,0
non_dwarf_444,145.00378,58.351925,152_297,0
non_dwarf_445,145.14316,58.48182,152_297,0
non_dwarf_449,146.2288,58.61731,153_297,0
non_dwarf_453,150.33044,59.465862,153_299,0
non_dwarf_454,150.4478,59.511185,153_299,0
non_dwarf_457,181.3516,65.089836,153_310,0
non_dwarf_458,181.22856,65.10028,153_310,0
non_dwarf_459,180.99574,65.110085,153_310,0
non_dwarf_460,181.20988,65.241066,153_310,0
non_dwarf_461,181.53925,65.027245,153_310,0
non_dwarf_462,180.75137,65.070564,153_310,0
non_dwarf_464,184.86978,65.491455,153_311,0
non_dwarf_467,184.81696,65.74038,153_311,0
non_dwarf_469,262.14285,73.04683,153_326,0
non_dwarf_472,182.74937,64.92209,154_310,0
non_dwarf_475,185.89203,65.71952,154_311,0
non_dwarf_477,185.47357,65.51376,154_311,0
non_dwarf_480,255.94301,72.55217,154_325,0
non_dwarf_481,180.50366,64.661064,155_309,0
non_dwarf_485,183.32822,64.89692,155_310,0
non_dwarf_486,183.29216,65.2031,155_310,0
non_dwarf_487,231.44435,70.46059,155_321,0
non_dwarf_488,231.40259,70.41191,155_321,0
non_dwarf_489,231.62126,70.43106,155_321,0
non_dwarf_491,231.6062,70.58161,155_321,0
non_dwarf_492,258.4118,72.31986,155_325,0
non_dwarf_502,151.86476,59.004517,156_298,0
non_dwarf_504,150.94728,59.053314,156_298,0
non_dwarf_506,151.89375,59.129913,156_298,0
non_dwarf_507,151.85982,59.15822,156_298,0
non_dwarf_508,151.85822,58.90766,156_298,0
non_dwarf_509,151.14264,58.979046,156_298,0
non_dwarf_510,151.94342,59.102486,156_298,0
non_dwarf_514,180.7902,64.641136,156_309,0
non_dwarf_516,191.93785,65.82567,156_312,0
non_dwarf_517,191.65863,65.90416,156_312,0
non_dwarf_518,233.27357,70.26415,156_321,0
non_dwarf_519,233.71352,70.360405,156_321,0
non_dwarf_520,233.17857,70.29707,156_321,0
non_dwarf_521,233.28273,70.30888,156_321,0
non_dwarf_522,233.32413,70.40794,156_321,0
non_dwarf_526,255.61732,71.82532,158_324,0
non_dwarf_528,255.76584,71.95859,158_324,0
non_dwarf_530,256.33344,72.052704,158_324,0
non_dwarf_531,128.7122,51.89667,159_284,0
non_dwarf_533,133.3568,53.485672,159_287,0
non_dwarf_536,238.3453,70.437454,159_321,0
non_dwarf_538,238.30666,70.465904,159_321,0
non_dwarf_544,257.69986,71.86487,159_324,0
non_dwarf_548,257.1538,72.17736,159_324,0
non_dwarf_549,185.77568,64.52974,160_309,0
non_dwarf_551,185.32867,64.49995,160_309,0
non_dwarf_552,228.8936,69.48084,160_319,0
non_dwarf_554,240.14052,70.56982,160_321,0
non_dwarf_555,240.16931,70.60238,160_321,0
non_dwarf_560,258.32864,72.08859,160_324,0
non_dwarf_563,125.027565,49.837715,161_280,0
non_dwarf_565,187.2542,64.418304,161_309,0
non_dwarf_566,187.55734,64.342735,161_309,0
non_dwarf_567,187.48761,64.480286,161_309,0
non_dwarf_568,154.80542,58.392635,162_297,0
non_dwarf_569,154.76308,58.463024,162_297,0
non_dwarf_571,155.09462,58.520958,162_297,0
non_dwarf_572,154.6899,58.617577,162_297,0
non_dwarf_578,121.34458,46.936367,165_274,0
non_dwarf_584,134.23207,51.978268,165_284,0
non_dwarf_592,188.32845,64.19186,165_308,0
non_dwarf_593,188.32724,63.904167,165_308,0
non_dwarf_595,130.76414,50.312313,166_281,0
non_dwarf_597,134.4782,51.7643,166_284,0
non_dwarf_600,134.7202,51.861603,166_284,0
non_dwarf_601,134.60895,51.970043,166_284,0
non_dwarf_610,186.23027,63.586918,166_307,0
non_dwarf_613,131.18004,50.311287,167_281,0
non_dwarf_616,112.6889,41.865963,168_264,0
non_dwarf_618,130.74341,49.94742,168_280,0
non_dwarf_622,139.22722,52.834312,168_286,0
non_dwarf_625,139.5197,53.154762,168_286,0
non_dwarf_628,251.06117,70.559715,168_321,0
non_dwarf_630,131.55116,49.868233,169_280,0
non_dwarf_634,131.5437,50.086704,169_280,0
non_dwarf_635,131.08327,50.165516,169_280,0
non_dwarf_638,131.55229,50.026024,169_280,0
non_dwarf_640,131.30226,49.83894,169_280,0
non_dwarf_641,131.18948,50.103184,169_280,0
non_dwarf_642,131.52834,50.199627,169_280,0
non_dwarf_643,131.41379,50.227886,169_280,0
non_dwarf_646,258.96045,70.824585,169_322,0
non_dwarf_647,118.40823,43.959812,170_268,0
non_dwarf_652,139.49344,52.621616,170_285,0
non_dwarf_654,190.23865,63.519863,170_307,0
non_dwarf_655,189.95131,63.580692,170_307,0
non_dwarf_656,190.3272,63.426365,170_307,0
non_dwarf_657,189.9781,63.55755,170_307,0
non_dwarf_658,254.77531,70.25092,170_321,0
non_dwarf_661,254.58974,70.260544,170_321,0
non_dwarf_662,131.47539,49.478973,171_279,0
non_dwarf_664,131.55496,49.306725,171_279,0
non_dwarf_666,138.93346,51.967182,171_284,0
non_dwarf_667,138.97032,51.99422,171_284,0
non_dwarf_671,262.89966,71.04485,171_322,0
non_dwarf_673,262.93207,71.228874,171_322,0
non_dwarf_674,128.02739,47.61256,173_275,0
non_dwarf_676,128.11209,47.641457,173_275,0
non_dwarf_677,139.6963,51.242958,174_283,0
non_dwarf_679,139.4163,51.373497,174_283,0
non_dwarf_680,139.91026,51.53543,174_283,0
non_dwarf_686,139.47173,51.288628,174_283,0
non_dwarf_687,139.6462,51.344353,174_283,0
non_dwarf_688,139.9355,51.555023,174_283,0
non_dwarf_694,254.3654,70.00378,174_320,0
non_dwarf_695,254.22983,70.067474,174_320,0
non_dwarf_696,254.39182,70.12088,174_320,0
non_dwarf_697,254.91237,70.173035,174_320,0
non_dwarf_698,115.097015,40.516804,175_261,0
non_dwarf_701,114.98951,40.69035,175_261,0
non_dwarf_703,117.08754,41.528625,175_263,0
non_dwarf_707,116.9406,41.44627,175_263,0
non_dwarf_708,116.96736,41.53956,175_263,0
non_dwarf_710,136.31529,49.87043,175_280,0
non_dwarf_711,136.37587,49.887806,175_280,0
non_dwarf_712,136.31032,49.857784,175_280,0
non_dwarf_715,139.14183,51.0566,175_282,0
non_dwarf_716,139.29295,51.174397,175_282,0
non_dwarf_718,139.29909,51.01721,175_282,0
non_dwarf_719,215.24663,66.243866,175_312,0
non_dwarf_722,141.71089,51.5381,176_283,0
non_dwarf_727,141.158,51.705643,176_283,0
non_dwarf_728,141.5378,51.561127,176_283,0
non_dwarf_730,139.33548,50.655426,177_281,0
non_dwarf_734,140.5886,50.838684,177_282,0
non_dwarf_736,140.60849,50.893368,177_282,0
non_dwarf_741,139.88625,50.69566,178_281,0
non_dwarf_742,139.99557,50.74351,178_281,0
non_dwarf_743,141.42455,50.872147,178_282,0
non_dwarf_744,141.69786,50.775135,178_282,0
non_dwarf_745,141.43341,50.85973,178_282,0
non_dwarf_747,199.29451,63.287777,178_307,0
non_dwarf_749,135.17062,48.48117,179_277,0
non_dwarf_751,140.75645,50.6559,179_281,0
non_dwarf_755,138.69478,49.58372,180_279,0
non_dwarf_757,139.7614,50.242107,180_280,0
non_dwarf_761,141.12813,50.265965,180_281,0
non_dwarf_762,141.26883,50.37055,180_281,0
non_dwarf_763,205.70035,63.953644,180_308,0
non_dwarf_766,205.46652,63.889614,180_308,0
non_dwarf_767,263.62268,69.991135,180_320,0
non_dwarf_769,263.67007,69.79859,180_320,0
non_dwarf_773,135.6267,47.810017,181_276,0
non_dwarf_775,135.40852,47.947258,181_276,0
non_dwarf_777,253.04855,68.76032,181_318,0
non_dwarf_779,252.92073,68.94058,181_318,0
non_dwarf_781,265.26852,69.810776,181_320,0
non_dwarf_783,264.83258,69.86238,181_320,0
non_dwarf_786,119.30132,40.035816,183_260,0
non_dwarf_789,140.60704,49.61358,183_279,0
non_dwarf_790,140.49352,49.55216,183_279,0
non_dwarf_791,208.93279,64.202415,183_308,0
non_dwarf_794,216.37682,65.03235,183_310,0
non_dwarf_796,267.74487,70.09848,183_320,0
non_dwarf_798,267.8687,70.00823,183_320,0
non_dwarf_799,114.38823,36.592228,184_253,0
non_dwarf_801,114.36452,36.65231,184_253,0
non_dwarf_802,114.65529,36.713108,184_253,0
non_dwarf_805,119.823944,39.987232,184_260,0
non_dwarf_806,120.74874,40.431248,184_261,0
non_dwarf_807,127.537895,44.09488,184_268,0
non_dwarf_809,142.10727,49.24279,185_279,0
non_dwarf_810,142.19893,49.24619,185_279,0
non_dwarf_811,142.17442,49.33463,185_279,0
non_dwarf_812,142.04326,49.369484,185_279,0
non_dwarf_814,142.00179,48.949318,186_278,0
non_dwarf_815,141.87607,49.023758,186_278,0
non_dwarf_818,142.1137,49.151943,186_278,0
non_dwarf_825,128.13435,42.851887,187_266,0
non_dwarf_826,141.20175,48.273468,187_277,0
non_dwarf_828,141.29332,48.42945,187_277,0
non_dwarf_833,142.19902,49.24618,187_278,0
non_dwarf_834,142.25697,48.981472,187_278,0
non_dwarf_837,127.74246,42.384113,188_265,0
non_dwarf_843,139.42397,47.581017,188_275,0
non_dwarf_844,139.30904,47.59642,188_275,0
non_dwarf_846,141.61165,48.27684,188_277,0
non_dwarf_847,141.4948,48.478886,188_277,0
non_dwarf_848,141.54721,48.432274,188_277,0
non_dwarf_851,119.66776,37.671665,190_255,0
non_dwarf_852,122.86894,39.38519,190_259,0
non_dwarf_853,122.79317,39.392902,190_259,0
non_dwarf_854,123.07223,39.533924,190_259,0
non_dwarf_855,137.01476,45.820404,190_272,0
non_dwarf_856,136.96748,46.035027,190_272,0
non_dwarf_857,136.95389,46.019146,190_272,0
non_dwarf_858,152.6784,51.367214,190_283,0
non_dwarf_859,205.24905,62.264217,190_305,0
non_dwarf_861,205.2493,62.37019,190_305,0
non_dwarf_863,205.48991,62.345207,190_305,0
non_dwarf_865,270.58304,69.70294,190_319,0
non_dwarf_866,270.77426,69.66216,190_319,0
non_dwarf_868,128.04407,41.563065,192_263,0
non_dwarf_869,131.41762,42.960594,192_266,0
non_dwarf_872,134.76682,44.54372,192_269,0
non_dwarf_873,134.7451,44.607883,192_269,0
non_dwarf_874,134.82875,44.734524,192_269,0
non_dwarf_877,167.25476,54.79312,192_290,0
non_dwarf_878,167.42691,54.857525,192_290,0
non_dwarf_880,205.67715,61.807854,193_304,0
non_dwarf_884,205.66599,61.85129,193_304,0
non_dwarf_886,205.79373,62.082508,193_304,0
non_dwarf_887,205.69286,62.088387,193_304,0
non_dwarf_888,205.8412,62.128082,193_304,0
non_dwarf_889,205.89449,61.955906,193_304,0
non_dwarf_891,138.14258,45.381317,194_271,0
non_dwarf_894,161.05705,52.926426,194_286,0
non_dwarf_895,209.72505,62.611782,194_305,0
non_dwarf_896,209.71445,62.48743,194_305,0
non_dwarf_899,143.00957,46.90025,195_274,0
non_dwarf_900,143.11617,46.99865,195_274,0
non_dwarf_901,167.76242,54.418766,195_289,0
non_dwarf_903,167.72536,54.492607,195_289,0
non_dwarf_904,186.11395,58.280445,195_297,0
non_dwarf_908,186.38751,58.425457,195_297,0
non_dwarf_909,127.04907,39.46887,196_259,0
non_dwarf_910,127.12766,39.492737,196_259,0
non_dwarf_911,127.05707,39.503506,196_259,0
non_dwarf_912,127.1673,39.54509,196_259,0
non_dwarf_916,202.33105,60.76282,196_302,0
non_dwarf_919,205.65993,61.637276,196_303,0
non_dwarf_920,205.65796,61.72903,196_303,0
non_dwarf_924,130.82391,40.83482,197_262,0
non_dwarf_929,169.43254,54.36692,197_289,0
non_dwarf_931,186.31209,57.761,197_296,0
non_dwarf_937,206.25581,61.33852,197_303,0
non_dwarf_938,206.2088,61.38015,197_303,0
non_dwarf_939,204.0799,60.917732,198_302,0
non_dwarf_940,204.20378,60.990807,198_302,0
non_dwarf_947,126.12965,37.897316,199_256,0
non_dwarf_948,126.22941,37.93811,199_256,0
non_dwarf_952,185.4468,57.48193,199_295,0
non_dwarf_954,226.88206,63.760216,199_308,0
non_dwarf_957,226.53105,63.799988,199_308,0
non_dwarf_958,226.91922,63.86902,199_308,0
non_dwarf_960,142.60674,45.54564,200_271,0
non_dwarf_961,142.49753,45.416576,200_271,0
non_dwarf_965,206.49834,60.843113,200_302,0
non_dwarf_966,205.96669,61.038605,200_302,0
non_dwarf_968,206.24846,60.901833,200_302,0
non_dwarf_969,206.60304,60.91618,200_302,0
non_dwarf_971,168.8456,53.572186,201_287,0
non_dwarf_973,168.646,53.407875,201_287,0
non_dwarf_977,207.23767,61.10367,201_302,0
non_dwarf_978,207.01155,61.13403,201_302,0
non_dwarf_980,207.19104,60.786503,201_302,0
non_dwarf_983,206.9824,61.218258,201_302,0
non_dwarf_984,207.28844,60.982555,201_302,0
non_dwarf_985,206.99423,61.189957,201_302,0
non_dwarf_990,142.74194,45.20551,202_270,0
non_dwarf_992,193.32617,58.53453,202_297,0
non_dwarf_996,204.97624,60.30782,202_301,0
non_dwarf_998,159.24448,50.534866,203_281,0
non_dwarf_999,159.2594,50.65368,203_281,0
non_dwarf_1000,159.41472,50.543808,203_281,0
non_dwarf_1001,159.37625,50.583366,203_281,0
non_dwarf_1003,194.70561,58.250565,203_297,0
non_dwarf_1007,193.87363,58.33818,203_297,0
non_dwarf_1008,193.85783,58.35767,203_297,0
non_dwarf_1011,203.1897,60.166645,203_300,0
non_dwarf_1015,206.25764,60.711838,203_301,0
non_dwarf_1017,206.55812,60.252857,203_301,0
non_dwarf_1019,206.08856,60.310684,203_301,0
non_dwarf_1020,206.20316,60.679432,203_301,0
non_dwarf_1021,163.5921,51.280357,204_283,0
non_dwarf_1022,163.6121,51.32878,204_283,0
non_dwarf_1028,207.2847,60.44888,204_301,0
non_dwarf_1029,206.62668,60.37171,204_301,0
non_dwarf_1030,232.94644,64.00631,204_308,0
non_dwarf_1032,266.22827,67.662544,204_315,0
non_dwarf_1036,138.97098,42.276154,205_265,0
non_dwarf_1037,138.74069,42.357975,205_265,0
non_dwarf_1043,170.65366,52.990166,205_286,0
non_dwarf_1044,170.59888,53.144894,205_286,0
non_dwarf_1050,207.87062,60.583263,205_301,0
non_dwarf_1051,207.85464,60.63215,205_301,0
non_dwarf_1053,211.06963,60.79514,205_302,0
non_dwarf_1055,170.95415,52.906063,206_286,0
non_dwarf_1056,170.93747,52.95352,206_286,0
non_dwarf_1057,170.95447,52.92356,206_286,0
non_dwarf_1062,139.28282,41.97,207_264,0
non_dwarf_1065,201.02347,58.84238,207_298,0
non_dwarf_1066,200.61894,58.928246,207_298,0
non_dwarf_1067,200.96686,58.74572,207_298,0
non_dwarf_1068,200.7798,58.783646,207_298,0
non_dwarf_1069,203.87228,59.469337,207_299,0
non_dwarf_1070,204.08928,59.569736,207_299,0
non_dwarf_1071,204.09128,59.564034,207_299,0
non_dwarf_1072,203.9647,59.426697,207_299,0
non_dwarf_1077,207.22041,60.15864,207_300,0
non_dwarf_1078,206.59212,60.051918,207_300,0
non_dwarf_1081,206.74704,60.02629,207_300,0
non_dwarf_1083,134.8005,39.43006,208_259,0
non_dwarf_1087,135.72606,40.18823,208_260,0
non_dwarf_1089,136.09743,39.925846,208_260,0
non_dwarf_1091,152.58957,46.89339,208_274,0
non_dwarf_1093,207.51122,59.94696,208_300,0
non_dwarf_1094,207.55771,59.966923,208_300,0
non_dwarf_1096,207.67096,60.03939,208_300,0
non_dwarf_1097,207.99763,60.22202,208_300,0
non_dwarf_1100,169.8804,51.793964,209_284,0
non_dwarf_1104,171.81932,52.480488,209_285,0
non_dwarf_1106,187.05191,55.783672,209_292,0
non_dwarf_1109,187.21475,55.877914,209_292,0
non_dwarf_1110,206.03061,59.393753,209_299,0
non_dwarf_1111,208.53824,59.95312,209_300,0
non_dwarf_1112,208.78226,60.162064,209_300,0
non_dwarf_1115,234.52438,63.462055,209_307,0
non_dwarf_1116,234.47379,63.51587,209_307,0
non_dwarf_1117,234.31712,63.585247,209_307,0
non_dwarf_1118,138.97997,40.909386,210_262,0
non_dwarf_1121,139.09242,41.002243,210_262,0
non_dwarf_1122,139.00177,41.067,210_262,0
non_dwarf_1123,149.45816,45.377518,210_271,0
non_dwarf_1124,149.54561,45.4249,210_271,0
non_dwarf_1125,149.55702,45.75304,210_271,0
non_dwarf_1126,163.4594,49.742676,210_280,0
non_dwarf_1128,163.34285,49.783737,210_280,0
non_dwarf_1129,163.52028,49.791428,210_280,0
non_dwarf_1130,163.47606,49.93494,210_280,0
non_dwarf_1132,170.47449,52.202847,210_284,0
non_dwarf_1134,209.51045,60.195244,210_300,0
non_dwarf_1135,209.79639,60.202957,210_300,0
non_dwarf_1139,165.77145,50.52894,211_281,0
non_dwarf_1140,165.6558,50.53739,211_281,0
non_dwarf_1141,165.59627,50.445057,211_281,0
non_dwarf_1145,167.39537,50.958427,211_282,0
non_dwarf_1146,167.44424,50.958305,211_282,0
non_dwarf_1148,167.45119,50.851543,211_282,0
non_dwarf_1150,201.4407,58.52901,211_297,0
non_dwarf_1153,208.26883,59.544456,211_299,0
non_dwarf_1155,207.39021,59.588036,211_299,0
non_dwarf_1156,208.1591,59.61424,211_299,0
non_dwarf_1157,147.52625,43.762737,212_268,0
non_dwarf_1161,149.7762,45.09802,212_270,0
non_dwarf_1169,172.01228,52.25285,212_284,0
non_dwarf_1171,197.19708,57.47531,212_295,0
non_dwarf_1172,196.94026,57.432537,212_295,0
non_dwarf_1173,205.66281,58.810886,212_298,0
non_dwarf_1177,209.28056,59.48277,212_299,0
non_dwarf_1179,209.23105,59.623913,212_299,0
non_dwarf_1180,208.48717,59.696632,212_299,0
non_dwarf_1181,208.83652,59.32105,212_299,0
non_dwarf_1182,208.53464,59.38474,212_299,0
non_dwarf_1187,209.86784,59.530987,213_299,0
non_dwarf_1190,140.67038,40.282864,214_261,0
non_dwarf_1191,140.56532,40.48459,214_261,0
non_dwarf_1192,140.95448,40.571983,214_261,0
non_dwarf_1202,204.8168,58.667015,214_297,0
non_dwarf_1211,217.36787,60.70711,214_301,0
non_dwarf_1213,140.2995,40.109142,215_260,0
non_dwarf_1215,140.53694,40.19739,215_260,0
non_dwarf_1216,140.55014,40.198574,215_260,0
non_dwarf_1217,140.40262,39.960495,215_260,0
non_dwarf_1218,140.55687,40.048058,215_260,0
non_dwarf_1220,141.2185,40.322968,215_261,0
non_dwarf_1222,146.01044,42.68393,215_265,0
non_dwarf_1223,145.9506,42.58354,215_265,0
non_dwarf_1224,162.02133,48.555065,215_277,0
non_dwarf_1225,161.97966,48.434265,215_277,0
non_dwarf_1226,161.95264,48.540558,215_277,0
non_dwarf_1228,208.77841,59.10888,215_298,0
non_dwarf_1230,209.05434,59.031506,215_298,0
non_dwarf_1231,138.67307,39.116596,216_258,0
non_dwarf_1233,138.67888,39.190666,216_258,0
non_dwarf_1234,139.00334,39.257023,216_258,0
non_dwarf_1238,140.92667,40.121273,216_260,0
non_dwarf_1239,140.78369,40.178486,216_260,0
non_dwarf_1240,140.71321,40.206047,216_260,0
non_dwarf_1241,141.19606,39.968452,216_260,0
non_dwarf_1242,140.83217,40.030888,216_260,0
non_dwarf_1243,141.05165,40.068996,216_260,0
non_dwarf_1244,140.72412,40.083076,216_260,0
non_dwarf_1245,141.20343,40.13308,216_260,0
non_dwarf_1247,152.74144,44.823837,216_270,0
non_dwarf_1248,152.55347,44.968704,216_270,0
non_dwarf_1249,152.48053,45.075993,216_270,0
non_dwarf_1250,171.8636,50.927082,216_282,0
non_dwarf_1256,209.84465,59.086575,216_298,0
non_dwarf_1257,209.99565,59.173885,216_298,0
non_dwarf_1258,210.03629,59.181202,216_298,0
non_dwarf_1259,237.9416,62.75375,216_306,0
non_dwarf_1260,255.762,64.778,216_310,0
non_dwarf_1261,255.74379,64.79199,216_310,0
non_dwarf_1262,155.06656,45.610573,217_271,0
non_dwarf_1263,155.04988,45.611397,217_271,0
non_dwarf_1265,155.16042,45.620335,217_271,0
non_dwarf_1269,170.60497,50.60386,217_281,0
non_dwarf_1274,186.91951,54.578415,217_289,0
non_dwarf_1276,131.6908,33.93139,218_248,0
non_dwarf_1279,154.82419,45.12339,219_270,0
non_dwarf_1280,159.01224,46.343277,219_273,0
non_dwarf_1282,158.91881,46.33341,219_273,0
non_dwarf_1284,159.02507,46.35843,219_273,0
non_dwarf_1287,158.84996,46.519596,219_273,0
non_dwarf_1288,181.96428,52.773376,219_286,0
non_dwarf_1291,191.0431,54.837833,219_290,0
non_dwarf_1294,190.80843,54.843777,219_290,0
non_dwarf_1295,209.83379,58.35385,219_297,0
non_dwarf_1296,209.82422,58.369823,219_297,0
non_dwarf_1298,209.82979,58.45489,219_297,0
non_dwarf_1301,219.05385,60.033882,219_300,0
non_dwarf_1302,136.69415,36.276695,220_253,0
non_dwarf_1303,136.77376,36.435734,220_253,0
non_dwarf_1304,136.5239,36.38567,220_253,0
non_dwarf_1307,238.64706,62.312435,220_305,0
non_dwarf_1308,238.5126,62.436634,220_305,0
non_dwarf_1309,131.69386,32.952282,221_246,0
non_dwarf_1310,131.54073,33.024963,221_246,0
non_dwarf_1312,131.64471,33.016144,221_246,0
non_dwarf_1313,133.09573,33.812733,221_248,0
non_dwarf_1314,133.31818,33.817005,221_248,0
non_dwarf_1316,133.18361,33.86908,221_248,0
non_dwarf_1317,133.2002,33.90106,221_248,0
non_dwarf_1320,183.48557,53.10033,221_286,0
non_dwarf_1321,183.28993,53.114677,221_286,0
non_dwarf_1324,133.21309,33.462013,222_247,0
non_dwarf_1325,133.0767,33.29158,222_247,0
non_dwarf_1326,133.40146,33.424694,222_247,0
non_dwarf_1331,153.06572,43.50333,222_267,0
non_dwarf_1334,182.08531,52.612106,222_285,0
non_dwarf_1337,248.8808,63.49401,222_307,0
non_dwarf_1339,267.74713,65.32809,222_311,0
non_dwarf_1343,132.21773,32.47878,223_245,0
non_dwarf_1345,133.11517,33.03226,223_246,0
non_dwarf_1347,133.16505,32.753677,223_246,0
non_dwarf_1348,133.06769,33.016293,223_246,0
non_dwarf_1349,133.12057,33.02399,223_246,0
non_dwarf_1352,133.7371,33.244724,223_247,0
non_dwarf_1353,133.79228,33.48534,223_247,0
non_dwarf_1358,167.9919,48.423717,223_277,0
non_dwarf_1360,167.9833,48.325726,223_277,0
non_dwarf_1361,167.99022,48.411106,223_277,0
non_dwarf_1363,167.96547,48.366177,223_277,0
non_dwarf_1365,191.7066,54.68227,223_289,0
non_dwarf_1366,133.82414,33.125168,224_246,0
non_dwarf_1369,133.66614,33.246323,224_246,0
non_dwarf_1374,148.71626,41.0515,224_262,0
non_dwarf_1375,148.68414,40.936615,224_262,0
non_dwarf_1376,153.3474,42.935352,224_266,0
non_dwarf_1378,152.9923,43.1519,224_266,0
non_dwarf_1379,153.12767,42.96847,224_266,0
non_dwarf_1380,153.24934,43.09,224_266,0
non_dwarf_1385,158.64256,45.151997,224_270,0
non_dwarf_1387,158.29178,45.06876,224_270,0
non_dwarf_1389,158.57034,45.19288,224_270,0
non_dwarf_1390,203.27176,56.489414,224_293,0
non_dwarf_1391,203.2418,56.582172,224_293,0
non_dwarf_1393,203.28008,56.395374,224_293,0
non_dwarf_1394,203.12346,56.435383,224_293,0
non_dwarf_1395,137.20631,34.754623,225_250,0
non_dwarf_1401,138.05516,35.261375,225_251,0
non_dwarf_1402,138.1394,35.289528,225_251,0
non_dwarf_1405,138.34027,35.52013,225_251,0
non_dwarf_1406,137.91255,35.56046,225_251,0
non_dwarf_1407,138.2417,35.68227,225_251,0
non_dwarf_1408,153.89816,42.94544,225_266,0
non_dwarf_1409,153.68976,43.123806,225_266,0
non_dwarf_1413,158.73479,45.13303,225_270,0
non_dwarf_1414,158.80315,45.017914,225_270,0
non_dwarf_1415,158.89046,45.049366,225_270,0
non_dwarf_1416,158.8427,45.088264,225_270,0
non_dwarf_1417,158.86389,45.025394,225_270,0
non_dwarf_1420,266.00598,65.13009,225_310,0
